"No.","Time","Source","Destination","Protocol","Length","Info"
"3558","2010-06-12 14:14:49,898259","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=185742 Ack=431 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3559","2010-06-12 14:14:49,899549","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=431 Ack=187202 Win=17520 Len=0"
"3560","2010-06-12 14:14:49,902004","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=187202 Ack=431 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3561","2010-06-12 14:14:49,902010","184.51.184.88","192.168.1.101","HTTP","158","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3562","2010-06-12 14:14:49,903386","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=431 Ack=188766 Win=17520 Len=0"
"3563","2010-06-12 14:14:49,984226","192.168.1.101","67.212.184.66","TCP","60","2379  >  80 [ACK] Seq=573 Ack=4648 Win=17064 Len=0"
"3564","2010-06-12 14:14:50,093581","192.168.1.101","174.120.43.124","TCP","60","2383  >  80 [ACK] Seq=253 Ack=4541 Win=16358 Len=0"
"3565","2010-06-12 14:14:50,171874","192.168.1.101","174.120.43.124","HTTP","124","GET /images/hpimages/tab_humor.gif HTTP/1.1 "
"3566","2010-06-12 14:14:50,243792","174.120.43.124","192.168.1.101","TCP","1514","80  >  2383 [ACK] Seq=4541 Ack=323 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3567","2010-06-12 14:14:50,243799","174.120.43.124","192.168.1.101","HTTP","79","HTTP/1.1 200 OK  (GIF89a)"
"3568","2010-06-12 14:14:50,245124","192.168.1.101","174.120.43.124","TCP","60","2383  >  80 [ACK] Seq=323 Ack=6026 Win=17520 Len=0"
"3569","2010-06-12 14:14:52,062634","192.168.1.101","62.140.213.243","TCP","62","2386  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3570","2010-06-12 14:14:52,063202","192.168.1.101","62.140.213.243","TCP","62","2387  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3571","2010-06-12 14:14:52,185780","62.140.213.243","192.168.1.101","TCP","62","80  >  2386 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"3572","2010-06-12 14:14:52,185987","192.168.1.101","62.140.213.243","TCP","60","2386  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"3573","2010-06-12 14:14:52,186112","192.168.1.101","62.140.213.243","HTTP","136","GET /img/ses_webcasts218x30.gif HTTP/1.1 "
"3574","2010-06-12 14:14:52,187021","62.140.213.243","192.168.1.101","TCP","62","80  >  2387 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"3575","2010-06-12 14:14:52,187228","192.168.1.101","62.140.213.243","TCP","60","2387  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"3576","2010-06-12 14:14:52,187371","192.168.1.101","62.140.213.243","HTTP","141","GET /_imgs/companies/100/revenue.gif HTTP/1.1 "
"3577","2010-06-12 14:14:52,237741","174.120.43.124","192.168.1.101","TCP","60","80  >  2383 [FIN, ACK] Seq=6026 Ack=323 Win=5840 Len=0"
"3578","2010-06-12 14:14:52,237949","192.168.1.101","174.120.43.124","TCP","60","2383  >  80 [ACK] Seq=323 Ack=6027 Win=17520 Len=0"
"3579","2010-06-12 14:14:52,312193","62.140.213.243","192.168.1.101","TCP","60","80  >  2386 [ACK] Seq=1 Ack=83 Win=5840 Len=0"
"3580","2010-06-12 14:14:52,313908","62.140.213.243","192.168.1.101","TCP","306","80  >  2386 [PSH, ACK] Seq=1 Ack=83 Win=5840 Len=252 [TCP segment of a reassembled PDU]"
"3581","2010-06-12 14:14:52,319976","62.140.213.243","192.168.1.101","TCP","1514","80  >  2386 [ACK] Seq=253 Ack=83 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3582","2010-06-12 14:14:52,320842","62.140.213.243","192.168.1.101","HTTP","798","HTTP/1.1 200 OK  (GIF89a)"
"3583","2010-06-12 14:14:52,320849","62.140.213.243","192.168.1.101","TCP","60","80  >  2387 [ACK] Seq=1 Ack=88 Win=5840 Len=0"
"3584","2010-06-12 14:14:52,321150","62.140.213.243","192.168.1.101","TCP","306","80  >  2387 [PSH, ACK] Seq=1 Ack=88 Win=5840 Len=252 [TCP segment of a reassembled PDU]"
"3585","2010-06-12 14:14:52,321275","192.168.1.101","62.140.213.243","TCP","60","2386  >  80 [ACK] Seq=83 Ack=1713 Win=17520 Len=0"
"3586","2010-06-12 14:14:52,321914","192.168.1.101","62.140.213.243","TCP","60","2386  >  80 [ACK] Seq=83 Ack=2458 Win=16776 Len=0"
"3587","2010-06-12 14:14:52,321920","192.168.1.101","62.140.213.243","TCP","60","2386  >  80 [FIN, ACK] Seq=83 Ack=2458 Win=16776 Len=0"
"3588","2010-06-12 14:14:52,327223","62.140.213.243","192.168.1.101","TCP","1514","80  >  2387 [ACK] Seq=253 Ack=88 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3589","2010-06-12 14:14:52,327486","62.140.213.243","192.168.1.101","HTTP","418","HTTP/1.1 200 OK  (GIF89a)"
"3590","2010-06-12 14:14:52,328520","192.168.1.101","62.140.213.243","TCP","60","2387  >  80 [ACK] Seq=88 Ack=1713 Win=17520 Len=0"
"3591","2010-06-12 14:14:52,328839","192.168.1.101","62.140.213.243","TCP","60","2387  >  80 [ACK] Seq=88 Ack=2078 Win=17156 Len=0"
"3592","2010-06-12 14:14:52,328845","192.168.1.101","62.140.213.243","TCP","60","2387  >  80 [FIN, ACK] Seq=88 Ack=2078 Win=17156 Len=0"
"3593","2010-06-12 14:14:52,446865","62.140.213.243","192.168.1.101","TCP","60","80  >  2386 [ACK] Seq=2458 Ack=84 Win=5840 Len=0"
"3594","2010-06-12 14:14:52,453852","62.140.213.243","192.168.1.101","TCP","60","80  >  2387 [ACK] Seq=2078 Ack=89 Win=5840 Len=0"
"3595","2010-06-12 14:14:52,546905","192.168.1.101","174.120.43.124","HTTP","128","GET /images/hpimages/tab_lifestyle.gif HTTP/1.1 "
"3596","2010-06-12 14:14:52,546911","192.168.1.101","174.120.43.124","TCP","60","2383  >  80 [FIN, ACK] Seq=397 Ack=6027 Win=17520 Len=0"
"3597","2010-06-12 14:14:52,547185","192.168.1.101","174.120.43.124","TCP","62","2388  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3598","2010-06-12 14:14:52,578239","192.168.1.101","174.120.43.124","TCP","62","2389  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"3599","2010-06-12 14:14:52,614502","174.120.43.124","192.168.1.101","TCP","60","80  >  2383 [ACK] Seq=6027 Ack=398 Win=5840 Len=0"
"3600","2010-06-12 14:14:52,616250","174.120.43.124","192.168.1.101","TCP","62","80  >  2388 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"3601","2010-06-12 14:14:52,616460","192.168.1.101","174.120.43.124","TCP","60","2388  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"3602","2010-06-12 14:14:52,616585","192.168.1.101","174.120.43.124","HTTP","128","GET /images/hpimages/tab_lifestyle.gif HTTP/1.1 "
"3603","2010-06-12 14:14:52,640608","192.168.1.101","184.51.184.88","HTTP","112","GET /910902_F_t1.jpg HTTP/1.1 "
"3604","2010-06-12 14:14:52,642983","174.120.43.124","192.168.1.101","TCP","62","80  >  2389 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM=1"
"3605","2010-06-12 14:14:52,643188","192.168.1.101","174.120.43.124","TCP","60","2389  >  80 [ACK] Seq=1 Ack=1 Win=17520 Len=0"
"3606","2010-06-12 14:14:52,643311","192.168.1.101","174.120.43.124","HTTP","113","GET /images/aolmail.gif HTTP/1.1 "
"3607","2010-06-12 14:14:52,687749","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=188766 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3608","2010-06-12 14:14:52,691492","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=190226 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3609","2010-06-12 14:14:52,692795","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=191686 Win=17520 Len=0"
"3610","2010-06-12 14:14:52,695490","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=191686 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3611","2010-06-12 14:14:52,696794","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=193146 Win=17520 Len=0"
"3612","2010-06-12 14:14:52,699489","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=193146 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3613","2010-06-12 14:14:52,703237","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=194606 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3614","2010-06-12 14:14:52,707235","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=196066 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3615","2010-06-12 14:14:52,711230","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [PSH, ACK] Seq=197526 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3616","2010-06-12 14:14:52,715229","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=198986 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3617","2010-06-12 14:14:52,718485","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=196066 Win=17520 Len=0"
"3618","2010-06-12 14:14:52,718491","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=198986 Win=17520 Len=0"
"3619","2010-06-12 14:14:52,718972","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=200446 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3620","2010-06-12 14:14:52,720269","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=201906 Win=17520 Len=0"
"3621","2010-06-12 14:14:52,722988","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=201906 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3622","2010-06-12 14:14:52,726972","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=203366 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3623","2010-06-12 14:14:52,728263","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=204826 Win=17520 Len=0"
"3624","2010-06-12 14:14:52,730719","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=204826 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3625","2010-06-12 14:14:52,730725","174.120.43.124","192.168.1.101","TCP","60","80  >  2388 [ACK] Seq=1 Ack=75 Win=5840 Len=0"
"3626","2010-06-12 14:14:52,734998","174.120.43.124","192.168.1.101","TCP","1514","80  >  2388 [ACK] Seq=1 Ack=75 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3627","2010-06-12 14:14:52,735086","174.120.43.124","192.168.1.101","HTTP","252","HTTP/1.1 200 OK  (GIF89a)"
"3628","2010-06-12 14:14:52,735101","174.120.43.124","192.168.1.101","TCP","60","80  >  2389 [ACK] Seq=1 Ack=60 Win=5840 Len=0"
"3629","2010-06-12 14:14:52,736474","192.168.1.101","174.120.43.124","TCP","60","2388  >  80 [ACK] Seq=75 Ack=1659 Win=17520 Len=0"
"3630","2010-06-12 14:14:52,736840","192.168.1.101","174.120.43.124","HTTP","130","GET /images/hpimages/tab_more_topics.gif HTTP/1.1 "
"3631","2010-06-12 14:14:52,738748","174.120.43.124","192.168.1.101","HTTP","1272","HTTP/1.1 200 OK  (GIF89a)"
"3632","2010-06-12 14:14:52,740190","192.168.1.101","174.120.43.124","HTTP","119","GET /images/shared/orange.gif HTTP/1.1 "
"3633","2010-06-12 14:14:52,743212","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=206286 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3634","2010-06-12 14:14:52,744510","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=207746 Win=17520 Len=0"
"3635","2010-06-12 14:14:52,747209","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=207746 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3636","2010-06-12 14:14:52,750956","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=209206 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3637","2010-06-12 14:14:52,752255","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=210666 Win=17520 Len=0"
"3638","2010-06-12 14:14:52,764699","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=210666 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3639","2010-06-12 14:14:52,768694","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=212126 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3640","2010-06-12 14:14:52,769985","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=213586 Win=17520 Len=0"
"3641","2010-06-12 14:14:52,772692","184.51.184.88","192.168.1.101","TCP","1514","80  >  2358 [ACK] Seq=213586 Ack=489 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3642","2010-06-12 14:14:52,772711","184.51.184.88","192.168.1.101","HTTP","211","HTTP/1.1 200 OK  (JPEG JFIF image)"
"3643","2010-06-12 14:14:52,774139","192.168.1.101","184.51.184.88","TCP","60","2358  >  80 [ACK] Seq=489 Ack=215203 Win=17520 Len=0"
"3644","2010-06-12 14:14:52,811419","174.120.43.124","192.168.1.101","TCP","1514","80  >  2388 [ACK] Seq=1659 Ack=151 Win=5840 Len=1460 [TCP segment of a reassembled PDU]"
"3645","2010-06-12 14:14:52,811906","174.120.43.124","192.168.1.101","HTTP","662","HTTP/1.1 200 OK  (GIF89a)"
"3646","2010-06-12 14:14:52,812382","174.120.43.124","192.168.1.101","HTTP","349","HTTP/1.1 200 OK  (GIF89a)"
"3647","2010-06-12 14:14:52,813236","192.168.1.101","174.120.43.124","TCP","60","2388  >  80 [ACK] Seq=151 Ack=3727 Win=17520 Len=0"
"3648","2010-06-12 14:14:52,937230","192.168.1.101","174.120.43.124","TCP","60","2389  >  80 [ACK] Seq=125 Ack=1514 Win=17520 Len=0"
"3649","2010-06-12 14:14:53,812196","192.168.1.101","206.123.111.173","TCP","60","[TCP Retransmission] 2336  >  80 [FIN, ACK] Seq=345 Ack=2068 Win=17051 Len=0"
"3650","2010-06-12 14:14:54,365684","192.168.2.110","12.129.19.135","HTTP","133","GET /pl/_About+Starbucks/Contact+Starbucks.htm HTTP/1.1 "
"3651","2010-06-12 14:14:54,395884","69.89.31.122","192.168.1.101","TCP","60","80  >  2380 [FIN, ACK] Seq=3962 Ack=154 Win=5840 Len=0"
"3652","2010-06-12 14:14:54,396101","192.168.1.101","69.89.31.122","TCP","60","2380  >  80 [ACK] Seq=154 Ack=3963 Win=16906 Len=0"
"3653","2010-06-12 14:14:54,508528","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=135460 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3654","2010-06-12 14:14:54,512272","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=136840 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3655","2010-06-12 14:14:54,513444","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=138220 Win=64860 Len=0"
"3656","2010-06-12 14:14:54,516020","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=138220 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3657","2010-06-12 14:14:54,517188","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=139600 Win=64860 Len=0"
"3658","2010-06-12 14:14:54,520519","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=139600 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3659","2010-06-12 14:14:54,523765","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=140980 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3660","2010-06-12 14:14:54,524926","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=142360 Win=64860 Len=0"
"3661","2010-06-12 14:14:54,527512","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=142360 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3662","2010-06-12 14:14:54,531512","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=143740 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3663","2010-06-12 14:14:54,532667","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=145120 Win=64860 Len=0"
"3664","2010-06-12 14:14:54,535257","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=145120 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3665","2010-06-12 14:14:54,539006","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=146500 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3666","2010-06-12 14:14:54,540166","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=147880 Win=64860 Len=0"
"3667","2010-06-12 14:14:54,542755","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=147880 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3668","2010-06-12 14:14:54,546501","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=149260 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3669","2010-06-12 14:14:54,547659","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=150640 Win=64860 Len=0"
"3670","2010-06-12 14:14:54,550247","12.129.19.135","192.168.2.110","TCP","1434","80  >  2658 [ACK] Seq=150640 Ack=3508 Win=63548 Len=1380 [TCP segment of a reassembled PDU]"
"3671","2010-06-12 14:14:54,550502","12.129.19.135","192.168.2.110","HTTP","403","HTTP/1.1 200 OK  (text/html)"
"3672","2010-06-12 14:14:54,551748","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=3508 Ack=152369 Win=64860 Len=0"
"3673","2010-06-12 14:14:54,557217","192.168.2.110","12.129.19.135","HTTP","129","GET /INTLCMS/images/borders/border_top.gif HTTP/1.1 "
"3674","2010-06-12 14:14:54,666782","12.129.19.135","192.168.2.110","HTTP","711","HTTP/1.1 200 OK  (GIF89a)"
"3675","2010-06-12 14:14:54,667983","192.168.2.110","12.129.19.135","HTTP","128","GET /INTLCMS/images/borders/border_lt.gif HTTP/1.1 "
"3676","2010-06-12 14:14:54,776586","12.129.19.135","192.168.2.110","HTTP","565","HTTP/1.1 200 OK  (GIF89a)"
"3677","2010-06-12 14:14:54,777625","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3678","2010-06-12 14:14:54,805369","174.120.43.124","192.168.1.101","TCP","60","80  >  2388 [FIN, ACK] Seq=3727 Ack=151 Win=5840 Len=0"
"3679","2010-06-12 14:14:54,805593","192.168.1.101","174.120.43.124","TCP","60","2388  >  80 [ACK] Seq=151 Ack=3728 Win=17520 Len=0"
"3680","2010-06-12 14:14:54,807364","174.120.43.124","192.168.1.101","TCP","60","80  >  2389 [FIN, ACK] Seq=1514 Ack=125 Win=5840 Len=0"
"3681","2010-06-12 14:14:54,807573","192.168.1.101","174.120.43.124","TCP","60","2389  >  80 [ACK] Seq=125 Ack=1515 Win=17520 Len=0"
"3682","2010-06-12 14:14:54,813113","67.212.184.66","192.168.1.101","TCP","60","80  >  2379 [FIN, ACK] Seq=4648 Ack=573 Win=5840 Len=0"
"3683","2010-06-12 14:14:54,813316","192.168.1.101","67.212.184.66","TCP","60","2379  >  80 [ACK] Seq=573 Ack=4649 Win=17064 Len=0"
"3684","2010-06-12 14:14:54,884073","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3685","2010-06-12 14:14:54,884967","192.168.2.110","12.129.19.135","HTTP","131","GET /INTLCMS/images/headers/header_logo2.gif HTTP/1.1 "
"3686","2010-06-12 14:14:54,996397","12.129.19.135","192.168.2.110","HTTP","1354","HTTP/1.1 200 OK  (GIF89a)"
"3687","2010-06-12 14:14:54,998039","192.168.2.110","12.129.19.135","HTTP","133","GET /INTLCMS/images/headers/header_divider.gif HTTP/1.1 "
"3688","2010-06-12 14:14:55,104973","12.129.19.135","192.168.2.110","HTTP","392","HTTP/1.1 200 OK  (GIF89a)"
"3689","2010-06-12 14:14:55,105909","192.168.2.110","12.129.19.135","HTTP","122","GET /INTLCMS/images/nav/nav_top.gif HTTP/1.1 "
"3690","2010-06-12 14:14:55,213487","12.129.19.135","192.168.2.110","HTTP","490","HTTP/1.1 200 OK  (GIF89a)"
"3691","2010-06-12 14:14:55,214651","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3692","2010-06-12 14:14:55,334038","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3693","2010-06-12 14:14:55,334916","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3694","2010-06-12 14:14:55,441754","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3695","2010-06-12 14:14:55,442684","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3696","2010-06-12 14:14:55,549684","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3697","2010-06-12 14:14:55,550726","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3698","2010-06-12 14:14:55,657865","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3699","2010-06-12 14:14:55,658789","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3700","2010-06-12 14:14:55,765304","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3701","2010-06-12 14:14:55,766233","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3702","2010-06-12 14:14:55,872479","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3703","2010-06-12 14:14:55,873400","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3704","2010-06-12 14:14:55,980410","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3705","2010-06-12 14:14:55,981288","192.168.2.110","12.129.19.135","HTTP","126","GET /INTLCMS/images/nav/nav_divider.gif HTTP/1.1 "
"3706","2010-06-12 14:14:56,088080","12.129.19.135","192.168.2.110","HTTP","381","HTTP/1.1 200 OK  (GIF89a)"
"3707","2010-06-12 14:14:56,088991","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3708","2010-06-12 14:14:56,195747","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3709","2010-06-12 14:14:56,196768","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3710","2010-06-12 14:14:56,302927","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3711","2010-06-12 14:14:56,303812","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3712","2010-06-12 14:14:56,385730","192.168.5.122","192.168.3.117","IMAP","71","Response: * OK Still here"
"3713","2010-06-12 14:14:56,385905","192.168.5.122","192.168.3.117","TCP","71","[TCP Retransmission] 143  >  2354 [PSH, ACK] Seq=18 Ack=1 Win=7504 Len=17"
"3714","2010-06-12 14:14:56,409863","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3715","2010-06-12 14:14:56,410737","192.168.2.110","12.129.19.135","HTTP","129","GET /INTLCMS/images/Footers/footer_top.gif HTTP/1.1 "
"3716","2010-06-12 14:14:56,518920","12.129.19.135","192.168.2.110","HTTP","492","HTTP/1.1 200 OK  (GIF89a)"
"3717","2010-06-12 14:14:56,520056","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3718","2010-06-12 14:14:56,595225","192.168.3.117","192.168.5.122","TCP","60","2354  >  143 [ACK] Seq=1 Ack=35 Win=17197 Len=0"
"3719","2010-06-12 14:14:56,626472","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3720","2010-06-12 14:14:56,627347","192.168.2.110","12.129.19.135","HTTP","133","GET /INTLCMS/images/Footers/footer_divider.gif HTTP/1.1 "
"3721","2010-06-12 14:14:56,734423","12.129.19.135","192.168.2.110","HTTP","367","HTTP/1.1 200 OK  (GIF89a)"
"3722","2010-06-12 14:14:56,735303","192.168.2.110","12.129.19.135","HTTP","117","GET /INTLCMS/images/clrpxl.gif HTTP/1.1 "
"3723","2010-06-12 14:14:56,959013","12.129.19.135","192.168.2.110","HTTP","346","HTTP/1.1 200 OK  (GIF89a)"
"3724","2010-06-12 14:14:56,975021","192.168.2.113","63.245.209.72","TCP","60","2405  >  443 [FIN, ACK] Seq=512 Ack=15787 Win=64240 Len=0"
"3725","2010-06-12 14:14:57,158855","0a:00:27:00:00:00","Broadcast","ARP","60","Who has 192.168.56.102? Tell 192.168.56.1"
"3726","2010-06-12 14:14:57,161594","192.168.2.110","12.129.19.135","TCP","60","2658  >  80 [ACK] Seq=4980 Ack=160695 Win=64255 Len=0"
"3727","2010-06-12 14:14:57,858915","192.168.1.101","212.159.9.56","TCP","60","[TCP Retransmission] 2331  >  80 [FIN, ACK] Seq=71 Ack=2944 Win=17498 Len=0"
"3728","2010-06-12 14:14:58,157016","0a:00:27:00:00:00","Broadcast","ARP","60","Who has 192.168.56.102? Tell 192.168.56.1"
