"No.","Time","Source","Source Port","Destination","Protocol","Destination Port","Length","Info"
"5050","2010-06-12 19:34:25,617737","74.55.1.4","80","192.168.56.1","TCP","54297","66","80  >  54297 [ACK] Seq=1 Ack=345 Win=15616 Len=0 TSval=1181831 TSecr=454015817"
"5051","2010-06-12 19:34:25,617826","192.168.56.1","54298","74.55.1.4","TCP","80","74","54298  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015817 TSecr=0 WS=1024"
"5052","2010-06-12 19:34:25,617831","74.55.1.4","80","192.168.56.1","TCP","54298","74","80  >  54298 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015817 WS=128"
"5053","2010-06-12 19:34:25,617972","192.168.56.1","54298","74.55.1.4","TCP","80","66","54298  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015817 TSecr=1181831"
"5054","2010-06-12 19:34:25,618021","192.168.56.1","54298","74.55.1.4","HTTP","80","446","GET /drupal7/?q=node/1&AZW=JJVXAMSABT HTTP/1.1 "
"5055","2010-06-12 19:34:25,618028","74.55.1.4","80","192.168.56.1","TCP","54298","66","80  >  54298 [ACK] Seq=1 Ack=381 Win=15616 Len=0 TSval=1181831 TSecr=454015817"
"5056","2010-06-12 19:34:25,618045","192.168.56.1","54299","74.55.1.4","TCP","80","74","54299  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015817 TSecr=0 WS=1024"
"5057","2010-06-12 19:34:25,618049","74.55.1.4","80","192.168.56.1","TCP","54299","74","80  >  54299 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015817 WS=128"
"5058","2010-06-12 19:34:25,618315","192.168.56.1","54299","74.55.1.4","TCP","80","66","54299  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5059","2010-06-12 19:34:25,618319","192.168.56.1","54299","74.55.1.4","HTTP","80","430","GET /drupal7/?q=node/1&HVQGA=JUPUMX HTTP/1.1 "
"5060","2010-06-12 19:34:25,618325","74.55.1.4","80","192.168.56.1","TCP","54299","66","80  >  54299 [ACK] Seq=1 Ack=365 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5061","2010-06-12 19:34:25,618339","192.168.56.1","54300","74.55.1.4","TCP","80","74","54300  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5062","2010-06-12 19:34:25,618342","74.55.1.4","80","192.168.56.1","TCP","54300","74","80  >  54300 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5063","2010-06-12 19:34:25,618493","192.168.56.1","54300","74.55.1.4","TCP","80","66","54300  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5064","2010-06-12 19:34:25,618497","192.168.56.1","54300","74.55.1.4","HTTP","80","455","GET /drupal7/?q=node/1&BZXE=ATQSIT HTTP/1.1 "
"5065","2010-06-12 19:34:25,618502","74.55.1.4","80","192.168.56.1","TCP","54300","66","80  >  54300 [ACK] Seq=1 Ack=390 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5066","2010-06-12 19:34:25,618749","192.168.56.1","54301","74.55.1.4","TCP","80","74","54301  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5067","2010-06-12 19:34:25,618755","74.55.1.4","80","192.168.56.1","TCP","54301","74","80  >  54301 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5068","2010-06-12 19:34:25,618778","192.168.56.1","54302","74.55.1.4","TCP","80","74","54302  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5069","2010-06-12 19:34:25,618783","74.55.1.4","80","192.168.56.1","TCP","54302","74","80  >  54302 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5070","2010-06-12 19:34:25,618800","192.168.56.1","54301","74.55.1.4","TCP","80","66","54301  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5071","2010-06-12 19:34:25,618803","192.168.56.1","54301","74.55.1.4","HTTP","80","439","GET /drupal7/?q=node/1&JYZS=SMBDL HTTP/1.1 "
"5072","2010-06-12 19:34:25,618810","74.55.1.4","80","192.168.56.1","TCP","54301","66","80  >  54301 [ACK] Seq=1 Ack=374 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5073","2010-06-12 19:34:25,618824","192.168.56.1","54302","74.55.1.4","TCP","80","66","54302  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5074","2010-06-12 19:34:25,619011","192.168.56.1","54302","74.55.1.4","HTTP","80","406","GET /drupal7/?q=node/1&UCT=FCWM HTTP/1.1 "
"5075","2010-06-12 19:34:25,619019","74.55.1.4","80","192.168.56.1","TCP","54302","66","80  >  54302 [ACK] Seq=1 Ack=341 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5076","2010-06-12 19:34:25,619313","192.168.56.1","54303","74.55.1.4","TCP","80","74","54303  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5077","2010-06-12 19:34:25,619320","74.55.1.4","80","192.168.56.1","TCP","54303","74","80  >  54303 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5078","2010-06-12 19:34:25,619343","192.168.56.1","54304","74.55.1.4","TCP","80","74","54304  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5079","2010-06-12 19:34:25,619348","74.55.1.4","80","192.168.56.1","TCP","54304","74","80  >  54304 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5080","2010-06-12 19:34:25,619368","192.168.56.1","54303","74.55.1.4","TCP","80","66","54303  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5081","2010-06-12 19:34:25,619372","192.168.56.1","54304","74.55.1.4","TCP","80","66","54304  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5082","2010-06-12 19:34:25,619520","192.168.56.1","54303","74.55.1.4","HTTP","80","481","GET /drupal7/?q=node/1&ZQYOE=GFLNPHFIYU HTTP/1.1 "
"5083","2010-06-12 19:34:25,619529","74.55.1.4","80","192.168.56.1","TCP","54303","66","80  >  54303 [ACK] Seq=1 Ack=416 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5084","2010-06-12 19:34:25,619544","192.168.56.1","54304","74.55.1.4","HTTP","80","384","GET /drupal7/?q=node/1&BAQ=JTBTFS HTTP/1.1 "
"5085","2010-06-12 19:34:25,619551","74.55.1.4","80","192.168.56.1","TCP","54304","66","80  >  54304 [ACK] Seq=1 Ack=319 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5086","2010-06-12 19:34:25,619565","192.168.56.1","54305","74.55.1.4","TCP","80","74","54305  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5087","2010-06-12 19:34:25,619569","74.55.1.4","80","192.168.56.1","TCP","54305","74","80  >  54305 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5088","2010-06-12 19:34:25,619843","192.168.56.1","54305","74.55.1.4","TCP","80","66","54305  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5089","2010-06-12 19:34:25,619850","192.168.56.1","54306","74.55.1.4","TCP","80","74","54306  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5090","2010-06-12 19:34:25,619854","74.55.1.4","80","192.168.56.1","TCP","54306","74","80  >  54306 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5091","2010-06-12 19:34:25,619875","192.168.56.1","54305","74.55.1.4","HTTP","80","392","GET /drupal7/?q=node/1&VMJRNOT=XMM HTTP/1.1 "
"5092","2010-06-12 19:34:25,619884","74.55.1.4","80","192.168.56.1","TCP","54305","66","80  >  54305 [ACK] Seq=1 Ack=327 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5093","2010-06-12 19:34:25,619900","192.168.56.1","54306","74.55.1.4","TCP","80","66","54306  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5094","2010-06-12 19:34:25,619902","192.168.56.1","54306","74.55.1.4","HTTP","80","433","GET /drupal7/?q=node/1&AMISYS=LHULPUYIYY HTTP/1.1 "
"5095","2010-06-12 19:34:25,619907","74.55.1.4","80","192.168.56.1","TCP","54306","66","80  >  54306 [ACK] Seq=1 Ack=368 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5096","2010-06-12 19:34:25,620482","192.168.56.1","54307","74.55.1.4","TCP","80","74","54307  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5097","2010-06-12 19:34:25,620488","74.55.1.4","80","192.168.56.1","TCP","54307","74","80  >  54307 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5098","2010-06-12 19:34:25,620692","192.168.56.1","54307","74.55.1.4","TCP","80","66","54307  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5099","2010-06-12 19:34:25,620696","192.168.56.1","54307","74.55.1.4","HTTP","80","496","GET /drupal7/?q=node/1&KOHNCSZY=XYJGVJ HTTP/1.1 "
"5100","2010-06-12 19:34:25,620702","74.55.1.4","80","192.168.56.1","TCP","54307","66","80  >  54307 [ACK] Seq=1 Ack=431 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5101","2010-06-12 19:34:25,620716","192.168.56.1","54308","74.55.1.4","TCP","80","74","54308  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5102","2010-06-12 19:34:25,620719","74.55.1.4","80","192.168.56.1","TCP","54308","74","80  >  54308 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181831 TSecr=454015818 WS=128"
"5103","2010-06-12 19:34:25,620913","192.168.56.1","54308","74.55.1.4","TCP","80","66","54308  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181831"
"5104","2010-06-12 19:34:25,620918","192.168.56.1","54308","74.55.1.4","HTTP","80","416","GET /drupal7/?q=node/1&EMYPMME=MUHFFKFX HTTP/1.1 "
"5105","2010-06-12 19:34:25,620923","74.55.1.4","80","192.168.56.1","TCP","54308","66","80  >  54308 [ACK] Seq=1 Ack=351 Win=15616 Len=0 TSval=1181831 TSecr=454015818"
"5106","2010-06-12 19:34:25,621018","192.168.56.1","54309","74.55.1.4","TCP","80","74","54309  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5107","2010-06-12 19:34:25,621023","74.55.1.4","80","192.168.56.1","TCP","54309","74","80  >  54309 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015818 WS=128"
"5108","2010-06-12 19:34:25,621160","192.168.56.1","54309","74.55.1.4","TCP","80","66","54309  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181832"
"5109","2010-06-12 19:34:25,621164","192.168.56.1","54309","74.55.1.4","HTTP","80","453","GET /drupal7/?q=node/1&CHXXRAOCG=FYJRRBB HTTP/1.1 "
"5110","2010-06-12 19:34:25,621170","74.55.1.4","80","192.168.56.1","TCP","54309","66","80  >  54309 [ACK] Seq=1 Ack=388 Win=15616 Len=0 TSval=1181832 TSecr=454015818"
"5111","2010-06-12 19:34:25,621389","192.168.56.1","54310","74.55.1.4","TCP","80","74","54310  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5112","2010-06-12 19:34:25,621396","74.55.1.4","80","192.168.56.1","TCP","54310","74","80  >  54310 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015818 WS=128"
"5113","2010-06-12 19:34:25,621617","192.168.56.1","54310","74.55.1.4","TCP","80","66","54310  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181832"
"5114","2010-06-12 19:34:25,621622","192.168.56.1","54311","74.55.1.4","TCP","80","74","54311  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5115","2010-06-12 19:34:25,621625","74.55.1.4","80","192.168.56.1","TCP","54311","74","80  >  54311 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015818 WS=128"
"5116","2010-06-12 19:34:25,621647","192.168.56.1","54310","74.55.1.4","HTTP","80","389","GET /drupal7/?q=node/1&IZVZWCBSYY=FVQHNYVW HTTP/1.1 "
"5117","2010-06-12 19:34:25,621654","74.55.1.4","80","192.168.56.1","TCP","54310","66","80  >  54310 [ACK] Seq=1 Ack=324 Win=15616 Len=0 TSval=1181832 TSecr=454015818"
"5118","2010-06-12 19:34:25,621668","192.168.56.1","54312","74.55.1.4","TCP","80","74","54312  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5119","2010-06-12 19:34:25,621671","74.55.1.4","80","192.168.56.1","TCP","54312","74","80  >  54312 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015818 WS=128"
"5120","2010-06-12 19:34:25,621689","192.168.56.1","54311","74.55.1.4","TCP","80","66","54311  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181832"
"5121","2010-06-12 19:34:25,621692","192.168.56.1","54312","74.55.1.4","TCP","80","66","54312  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181832"
"5122","2010-06-12 19:34:25,621808","192.168.56.1","54312","74.55.1.4","HTTP","80","462","GET /drupal7/?q=node/1&HRMHTNVXED=IVZTIE HTTP/1.1 "
"5123","2010-06-12 19:34:25,621816","74.55.1.4","80","192.168.56.1","TCP","54312","66","80  >  54312 [ACK] Seq=1 Ack=397 Win=15616 Len=0 TSval=1181832 TSecr=454015818"
"5124","2010-06-12 19:34:25,621874","192.168.56.1","54311","74.55.1.4","HTTP","80","437","GET /drupal7/?q=node/1&WUZMEFD=TGILTEHG HTTP/1.1 "
"5125","2010-06-12 19:34:25,621881","74.55.1.4","80","192.168.56.1","TCP","54311","66","80  >  54311 [ACK] Seq=1 Ack=372 Win=15616 Len=0 TSval=1181832 TSecr=454015818"
"5126","2010-06-12 19:34:25,621946","192.168.56.1","54313","74.55.1.4","TCP","80","74","54313  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015818 TSecr=0 WS=1024"
"5127","2010-06-12 19:34:25,621951","74.55.1.4","80","192.168.56.1","TCP","54313","74","80  >  54313 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015818 WS=128"
"5128","2010-06-12 19:34:25,622172","192.168.56.1","54313","74.55.1.4","TCP","80","66","54313  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015818 TSecr=1181832"
"5129","2010-06-12 19:34:25,622177","192.168.56.1","54313","74.55.1.4","HTTP","80","459","GET /drupal7/?q=node/1&FBYABAKE=ZNAA HTTP/1.1 "
"5130","2010-06-12 19:34:25,622182","74.55.1.4","80","192.168.56.1","TCP","54313","66","80  >  54313 [ACK] Seq=1 Ack=394 Win=15616 Len=0 TSval=1181832 TSecr=454015818"
"5131","2010-06-12 19:34:25,622788","192.168.56.1","54314","74.55.1.4","TCP","80","74","54314  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5132","2010-06-12 19:34:25,622795","74.55.1.4","80","192.168.56.1","TCP","54314","74","80  >  54314 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5133","2010-06-12 19:34:25,622875","192.168.56.1","54315","74.55.1.4","TCP","80","74","54315  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5134","2010-06-12 19:34:25,622883","74.55.1.4","80","192.168.56.1","TCP","54315","74","80  >  54315 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5135","2010-06-12 19:34:25,622905","192.168.56.1","54314","74.55.1.4","TCP","80","66","54314  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5136","2010-06-12 19:34:25,622908","192.168.56.1","54314","74.55.1.4","HTTP","80","461","GET /drupal7/?q=node/1&FGLNAKQHOO=ABJBFTVISM HTTP/1.1 "
"5137","2010-06-12 19:34:25,622914","74.55.1.4","80","192.168.56.1","TCP","54314","66","80  >  54314 [ACK] Seq=1 Ack=396 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5138","2010-06-12 19:34:25,622927","192.168.56.1","54316","74.55.1.4","TCP","80","74","54316  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5139","2010-06-12 19:34:25,622930","74.55.1.4","80","192.168.56.1","TCP","54316","74","80  >  54316 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5140","2010-06-12 19:34:25,622947","192.168.56.1","54315","74.55.1.4","TCP","80","66","54315  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5141","2010-06-12 19:34:25,622950","192.168.56.1","54316","74.55.1.4","TCP","80","66","54316  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5142","2010-06-12 19:34:25,623093","192.168.56.1","54315","74.55.1.4","HTTP","80","446","GET /drupal7/?q=node/1&OBNMKHNTKV=LFPCQDYXDH HTTP/1.1 "
"5143","2010-06-12 19:34:25,623101","74.55.1.4","80","192.168.56.1","TCP","54315","66","80  >  54315 [ACK] Seq=1 Ack=381 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5144","2010-06-12 19:34:25,623117","192.168.56.1","54316","74.55.1.4","HTTP","80","420","GET /drupal7/?q=node/1&QKDABSQXC=PLQUWI HTTP/1.1 "
"5145","2010-06-12 19:34:25,623124","74.55.1.4","80","192.168.56.1","TCP","54316","66","80  >  54316 [ACK] Seq=1 Ack=355 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5146","2010-06-12 19:34:25,623137","192.168.56.1","54317","74.55.1.4","TCP","80","74","54317  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5147","2010-06-12 19:34:25,623141","74.55.1.4","80","192.168.56.1","TCP","54317","74","80  >  54317 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5148","2010-06-12 19:34:25,623293","192.168.56.1","54317","74.55.1.4","TCP","80","66","54317  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5149","2010-06-12 19:34:25,623297","192.168.56.1","54317","74.55.1.4","HTTP","80","497","GET /drupal7/?q=node/1&SIKBAVO=VPQTJACC HTTP/1.1 "
"5150","2010-06-12 19:34:25,623302","74.55.1.4","80","192.168.56.1","TCP","54317","66","80  >  54317 [ACK] Seq=1 Ack=432 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5151","2010-06-12 19:34:25,623525","192.168.56.1","54318","74.55.1.4","TCP","80","74","54318  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5152","2010-06-12 19:34:25,623531","74.55.1.4","80","192.168.56.1","TCP","54318","74","80  >  54318 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5153","2010-06-12 19:34:25,623556","192.168.56.1","54319","74.55.1.4","TCP","80","74","54319  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5154","2010-06-12 19:34:25,623560","74.55.1.4","80","192.168.56.1","TCP","54319","74","80  >  54319 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5155","2010-06-12 19:34:25,623580","192.168.56.1","54318","74.55.1.4","TCP","80","66","54318  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5156","2010-06-12 19:34:25,623583","192.168.56.1","54319","74.55.1.4","TCP","80","66","54319  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5157","2010-06-12 19:34:25,623726","192.168.56.1","54319","74.55.1.4","HTTP","80","421","GET /drupal7/?q=node/1&PTCH=FEVZQZJQZK HTTP/1.1 "
"5158","2010-06-12 19:34:25,623736","74.55.1.4","80","192.168.56.1","TCP","54319","66","80  >  54319 [ACK] Seq=1 Ack=356 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5159","2010-06-12 19:34:25,623750","192.168.56.1","54318","74.55.1.4","HTTP","80","436","GET /drupal7/?q=node/1&LOXBZWGPX=OBVVCXVWS HTTP/1.1 "
"5160","2010-06-12 19:34:25,623754","74.55.1.4","80","192.168.56.1","TCP","54318","66","80  >  54318 [ACK] Seq=1 Ack=371 Win=15616 Len=0 TSval=1181832 TSecr=454015819"
"5161","2010-06-12 19:34:25,624915","192.168.56.1","54320","74.55.1.4","TCP","80","74","54320  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5162","2010-06-12 19:34:25,624925","74.55.1.4","80","192.168.56.1","TCP","54320","74","80  >  54320 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181832 TSecr=454015819 WS=128"
"5163","2010-06-12 19:34:25,624952","192.168.56.1","54320","74.55.1.4","TCP","80","66","54320  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181832"
"5164","2010-06-12 19:34:25,625115","192.168.56.1","54320","74.55.1.4","HTTP","80","459","GET /drupal7/?q=node/1&IUCAGKFDXJ=SYPWBS HTTP/1.1 "
"5165","2010-06-12 19:34:25,625115","74.55.1.4","80","192.168.56.1","TCP","54320","66","80  >  54320 [ACK] Seq=1 Ack=394 Win=15616 Len=0 TSval=1181833 TSecr=454015819"
"5166","2010-06-12 19:34:25,625115","192.168.56.1","54321","74.55.1.4","TCP","80","74","54321  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5167","2010-06-12 19:34:25,625115","74.55.1.4","80","192.168.56.1","TCP","54321","74","80  >  54321 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181833 TSecr=454015819 WS=128"
"5168","2010-06-12 19:34:25,625124","192.168.56.1","54322","74.55.1.4","TCP","80","74","54322  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5169","2010-06-12 19:34:25,625131","74.55.1.4","80","192.168.56.1","TCP","54322","74","80  >  54322 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181833 TSecr=454015819 WS=128"
"5170","2010-06-12 19:34:25,625151","192.168.56.1","54321","74.55.1.4","TCP","80","66","54321  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181833"
"5171","2010-06-12 19:34:25,625155","192.168.56.1","54322","74.55.1.4","TCP","80","66","54322  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181833"
"5172","2010-06-12 19:34:25,625367","192.168.56.1","54322","74.55.1.4","HTTP","80","385","GET /drupal7/?q=node/1&IDH=ODEPYFZ HTTP/1.1 "
"5173","2010-06-12 19:34:25,625376","74.55.1.4","80","192.168.56.1","TCP","54322","66","80  >  54322 [ACK] Seq=1 Ack=320 Win=15616 Len=0 TSval=1181833 TSecr=454015819"
"5174","2010-06-12 19:34:25,625390","192.168.56.1","54321","74.55.1.4","HTTP","80","435","GET /drupal7/?q=node/1&YNDWLDZ=KYIQRYZXM HTTP/1.1 "
"5175","2010-06-12 19:34:25,625395","74.55.1.4","80","192.168.56.1","TCP","54321","66","80  >  54321 [ACK] Seq=1 Ack=370 Win=15616 Len=0 TSval=1181833 TSecr=454015819"
"5176","2010-06-12 19:34:25,625405","192.168.56.1","54323","74.55.1.4","TCP","80","74","54323  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=454015819 TSecr=0 WS=1024"
"5177","2010-06-12 19:34:25,625409","74.55.1.4","80","192.168.56.1","TCP","54323","74","80  >  54323 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=1181833 TSecr=454015819 WS=128"
"5178","2010-06-12 19:34:25,625524","192.168.56.1","54323","74.55.1.4","TCP","80","66","54323  >  80 [ACK] Seq=1 Ack=1 Win=29696 Len=0 TSval=454015819 TSecr=1181833"
"5179","2010-06-12 19:34:25,625529","192.168.56.1","54323","74.55.1.4","HTTP","80","436","GET /drupal7/?q=node/1&QUL=OXMHVTNK HTTP/1.1 "
"5180","2010-06-12 19:34:25,625534","74.55.1.4","80","192.168.56.1","TCP","54323","66","80  >  54323 [ACK] Seq=1 Ack=371 Win=15616 Len=0 TSval=1181833 TSecr=454015819"
